Date,Open,High,Low,Close,Adj Close,Volume
2023-02-17,12.01200008392334,12.01200008392334,12.01200008392334,12.01200008392334,12.01200008392334,0
2023-02-21,11.92300033569336,11.92300033569336,11.92300033569336,11.92300033569336,11.92300033569336,0
2023-02-22,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,0
2023-02-23,11.791999816894531,11.791999816894531,11.791999816894531,11.791999816894531,11.791999816894531,0
2023-02-24,11.840999603271484,11.840999603271484,11.840999603271484,11.840999603271484,11.840999603271484,0
2023-02-27,11.631999969482422,11.631999969482422,11.631999969482422,11.631999969482422,11.631999969482422,0
2023-02-28,11.845000267028809,11.845000267028809,11.845000267028809,11.845000267028809,11.845000267028809,0
2023-03-01,11.829000473022461,11.829000473022461,11.829000473022461,11.829000473022461,11.829000473022461,0
2023-03-02,11.74899959564209,11.74899959564209,11.74899959564209,11.74899959564209,11.74899959564209,0
2023-03-03,11.8100004196167,11.8100004196167,11.8100004196167,11.8100004196167,11.8100004196167,0
2023-03-07,12.060999870300293,12.060999870300293,12.060999870300293,12.060999870300293,12.060999870300293,0
2023-03-08,12.043999671936035,12.043999671936035,12.043999671936035,12.043999671936035,12.043999671936035,0
2023-03-09,12.118000030517578,12.118000030517578,12.118000030517578,12.118000030517578,12.118000030517578,0
2023-03-10,12.10099983215332,12.10099983215332,12.10099983215332,12.10099983215332,12.10099983215332,0
2023-03-13,12.10099983215332,12.10099983215332,12.10099983215332,12.10099983215332,12.10099983215332,0
2023-03-14,11.446999549865723,11.446999549865723,11.446999549865723,11.446999549865723,11.446999549865723,0
2023-03-15,11.545999526977539,11.545999526977539,11.545999526977539,11.545999526977539,11.545999526977539,0
2023-03-17,11.357999801635742,11.357999801635742,11.357999801635742,11.357999801635742,11.357999801635742,0
2023-03-20,11.20199966430664,11.20199966430664,11.20199966430664,11.20199966430664,11.20199966430664,0
2023-03-21,11.354000091552734,11.354000091552734,11.354000091552734,11.354000091552734,11.354000091552734,0
2023-03-22,11.555999755859375,11.555999755859375,11.555999755859375,11.555999755859375,11.555999755859375,0
2023-03-23,11.555999755859375,11.555999755859375,11.555999755859375,11.555999755859375,11.555999755859375,0
2023-03-24,11.755000114440918,11.755000114440918,11.755000114440918,11.755000114440918,11.755000114440918,0
2023-03-27,11.465999603271484,11.465999603271484,11.465999603271484,11.465999603271484,11.465999603271484,0
2023-03-28,11.602999687194824,11.602999687194824,11.602999687194824,11.602999687194824,11.602999687194824,0
2023-03-29,11.595999717712402,11.595999717712402,11.595999717712402,11.595999717712402,11.595999717712402,0
2023-03-30,11.848999977111816,11.848999977111816,11.848999977111816,11.848999977111816,11.848999977111816,0
2023-03-31,12.071000099182129,12.071000099182129,12.071000099182129,12.071000099182129,12.071000099182129,0
2023-04-03,12.208999633789062,12.208999633789062,12.208999633789062,12.208999633789062,12.208999633789062,0
2023-04-04,12.208999633789062,12.208999633789062,12.208999633789062,12.208999633789062,12.208999633789062,0
2023-04-05,12.270999908447266,12.270999908447266,12.270999908447266,12.270999908447266,12.270999908447266,0
2023-04-06,12.097999572753906,12.097999572753906,12.097999572753906,12.097999572753906,12.097999572753906,0
2023-04-10,12.145000457763672,12.145000457763672,12.145000457763672,12.145000457763672,12.145000457763672,0
2023-04-11,12.168000221252441,12.168000221252441,12.168000221252441,12.168000221252441,12.168000221252441,0
2023-04-12,12.25100040435791,12.25100040435791,12.25100040435791,12.25100040435791,12.25100040435791,0
2023-04-13,12.274999618530273,12.274999618530273,12.274999618530273,12.274999618530273,12.274999618530273,0
2023-04-14,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,0
2023-04-17,12.473999977111816,12.473999977111816,12.473999977111816,12.473999977111816,12.473999977111816,0
2023-04-18,12.432000160217285,12.432000160217285,12.432000160217285,12.432000160217285,12.432000160217285,0
2023-04-19,12.52400016784668,12.52400016784668,12.52400016784668,12.52400016784668,12.52400016784668,0
2023-04-20,12.532999992370605,12.532999992370605,12.532999992370605,12.532999992370605,12.532999992370605,0
2023-04-21,12.505999565124512,12.505999565124512,12.505999565124512,12.505999565124512,12.505999565124512,0
2023-04-24,12.579999923706055,12.579999923706055,12.579999923706055,12.579999923706055,12.579999923706055,0
2023-04-25,12.614999771118164,12.614999771118164,12.614999771118164,12.614999771118164,12.614999771118164,0
2023-04-26,12.552000045776367,12.552000045776367,12.552000045776367,12.552000045776367,12.552000045776367,0
2023-04-27,12.407999992370605,12.407999992370605,12.407999992370605,12.407999992370605,12.407999992370605,0
2023-04-28,12.477999687194824,12.477999687194824,12.477999687194824,12.477999687194824,12.477999687194824,0
2023-05-01,12.505999565124512,12.505999565124512,12.505999565124512,12.505999565124512,12.505999565124512,0
2023-05-02,12.571000099182129,12.571000099182129,12.571000099182129,12.571000099182129,12.571000099182129,0
2023-05-03,12.310999870300293,12.310999870300293,12.310999870300293,12.310999870300293,12.310999870300293,0
2023-05-04,12.310999870300293,12.310999870300293,12.310999870300293,12.310999870300293,12.310999870300293,0
2023-05-05,12.309000015258789,12.309000015258789,12.309000015258789,12.309000015258789,12.309000015258789,0
2023-05-08,12.512999534606934,12.512999534606934,12.512999534606934,12.512999534606934,12.512999534606934,0
