Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,28.049999237060547,28.049999237060547,28.049999237060547,28.049999237060547,27.384300231933594,0
2019-04-02,28.06999969482422,28.06999969482422,28.06999969482422,28.06999969482422,27.403825759887695,0
2019-04-03,28.15999984741211,28.15999984741211,28.15999984741211,28.15999984741211,27.49169158935547,0
2019-04-04,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,27.530742645263672,0
2019-04-05,28.329999923706055,28.329999923706055,28.329999923706055,28.329999923706055,27.657657623291016,0
2019-04-08,28.3799991607666,28.3799991607666,28.3799991607666,28.3799991607666,27.706470489501953,0
2019-04-09,28.209999084472656,28.209999084472656,28.209999084472656,28.209999084472656,27.540504455566406,0
2019-04-10,28.350000381469727,28.350000381469727,28.350000381469727,28.350000381469727,27.677181243896484,0
2019-04-11,28.350000381469727,28.350000381469727,28.350000381469727,28.350000381469727,27.677181243896484,0
2019-04-12,28.610000610351562,28.610000610351562,28.610000610351562,28.610000610351562,27.931013107299805,0
2019-04-15,28.59000015258789,28.59000015258789,28.59000015258789,28.59000015258789,27.91148567199707,0
2019-04-16,28.610000610351562,28.610000610351562,28.610000610351562,28.610000610351562,27.931013107299805,0
2019-04-17,28.56999969482422,28.56999969482422,28.56999969482422,28.56999969482422,27.89196014404297,0
2019-04-18,28.639999389648438,28.639999389648438,28.639999389648438,28.639999389648438,27.960298538208008,0
2019-04-22,28.670000076293945,28.670000076293945,28.670000076293945,28.670000076293945,27.989587783813477,0
2019-04-23,28.899999618530273,28.899999618530273,28.899999618530273,28.899999618530273,28.214128494262695,0
2019-04-24,28.829999923706055,28.829999923706055,28.829999923706055,28.829999923706055,28.145790100097656,0
2019-04-25,28.8700008392334,28.8700008392334,28.8700008392334,28.8700008392334,28.18484115600586,0
2019-04-26,28.979999542236328,28.979999542236328,28.979999542236328,28.979999542236328,28.2922306060791,0
2019-04-29,29.040000915527344,29.040000915527344,29.040000915527344,29.040000915527344,28.350807189941406,0
